,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0,LONG,LAT,Water depth,Stations/Facies,KDmin_m-1,KDavg_m-1,KDmax_m-1,KDJan_m-1,KDFeb_m-1,KDMar_m-1,KDApr_m-1,KDMay_m-1,KDJun_m-1,KDJul_m-1,KDAug_m-1,KDSep_m-1,KDOct_m-1,KDNov_m-1,KDDec_m-1,SWmin_W_m-2,SWavg_W_m-2,SWmax_W_m-2,SWJan_W_m-2,SWFeb_W_m-2,SWMar_W_m-2,SWApr_W_m-2,SWMay_W_m-2,SWJun_W_m-2,SWJul_W_m-2,SWAug_W_m-2,SWSep_W_m-2,SWOct_W_m-2,SWNov_W_m-2,SWDec_W_m-2,SWmin_W_m-2,SWavg_W_m-2,SWmax_W_m-2,SWJan_W_m-2,SWFeb_W_m-2,SWMar_W_m-2,SWApr_W_m-2,SWMay_W_m-2,SWJun_W_m-2,SWJul_W_m-2,SWAug_W_m-2,SWSep_W_m-2,SWOct_W_m-2,SWNov_W_m-2,SWDec_W_m-2
1,-151.8,-16.5,10.0,BB14,0.03321349620819092,0.09876910783350468,0.2213934063911438,0.08857205199698608,0.09082546333471934,0.11175666004419327,0.09601705397168796,0.09255491569638252,0.08772346625725429,0.09344309382140636,0.09025264531373978,0.0947469628105561,0.13996094278991222,0.09374913883705933,0.10562689912815888,165.13552856445312,232.99556499057346,309.7596740722656,240.4690958658854,262.312250773112,254.0117670694987,224.43793487548828,194.84500376383463,170.52318064371744,176.69840494791666,210.77991231282553,236.60594177246094,273.6135838826497,276.1206792195638,275.5290247599284,31.75582889260679,94.41404330887964,222.21864616332843,104.53697241573373,109.47101079471356,90.48620479135099,91.47671989207697,83.9747109607771,78.27340938003152,75.37725696283326,92.93102849974059,98.1375184474946,78.2337340248152,119.13358196896597,110.93637156802221
2,-151.8,-16.5,0.5,BB19,0.03321349620819092,0.09876910783350468,0.2213934063911438,0.08857205199698608,0.09082546333471934,0.11175666004419327,0.09601705397168796,0.09255491569638252,0.08772346625725429,0.09344309382140636,0.09025264531373978,0.0947469628105561,0.13996094278991222,0.09374913883705933,0.10562689912815888,165.13552856445312,232.99556499057346,309.7596740722656,240.4690958658854,262.312250773112,254.0117670694987,224.43793487548828,194.84500376383463,170.52318064371744,176.69840494791666,210.77991231282553,236.60594177246094,273.6135838826497,276.1206792195638,275.5290247599284,155.16855958186275,221.66478916620625,304.6580511207744,229.9059134669579,250.65693897331064,240.2580947261562,213.67379454591898,186.11125922530707,163.28352470709865,168.6087927652076,201.56869426761736,225.75566163771092,255.3541167583468,263.7131495045593,261.08752941628364
3,-151.8,-16.5,3.0,BB28,0.03321349620819092,0.09876910783350468,0.2213934063911438,0.08857205199698608,0.09082546333471934,0.11175666004419327,0.09601705397168796,0.09255491569638252,0.08772346625725429,0.09344309382140636,0.09025264531373978,0.0947469628105561,0.13996094278991222,0.09374913883705933,0.10562689912815888,165.13552856445312,232.99556499057346,309.7596740722656,240.4690958658854,262.312250773112,254.0117670694987,224.43793487548828,194.84500376383463,170.52318064371744,176.69840494791666,210.77991231282553,236.60594177246094,273.6135838826497,276.1206792195638,275.5290247599284,110.08373003312622,174.0732817563194,280.3829264333824,184.59039634667997,200.21150185575138,182.97740016200092,168.19201473376765,148.8313243996042,132.39958646915636,134.30974140146893,162.17571289593525,179.33024040870637,182.56922478055415,210.8951779361171,202.3970596860905
4,-151.8,-16.5,13.0,BB1,0.03321349620819092,0.09876910783350468,0.2213934063911438,0.08857205199698608,0.09082546333471934,0.11175666004419327,0.09601705397168796,0.09255491569638252,0.08772346625725429,0.09344309382140636,0.09025264531373978,0.0947469628105561,0.13996094278991222,0.09374913883705933,0.10562689912815888,165.13552856445312,232.99556499057346,309.7596740722656,240.4690958658854,262.312250773112,254.0117670694987,224.43793487548828,194.84500376383463,170.52318064371744,176.69840494791666,210.77991231282553,236.60594177246094,273.6135838826497,276.1206792195638,275.5290247599284,16.344575628959333,74.67123754419907,201.14404660950976,83.65541197060831,85.63008695720795,68.86605496731694,72.51929301388874,67.34263887072545,64.0695656580426,60.32510596370171,74.84962389699713,77.28479517040854,56.77662169805754,95.45289423056023,89.28275813287388
5,-151.8,-16.5,22.0,BB2,0.03321349620819092,0.09876910783350468,0.2213934063911438,0.08857205199698608,0.09082546333471934,0.11175666004419327,0.09601705397168796,0.09255491569638252,0.08772346625725429,0.09344309382140636,0.09025264531373978,0.0947469628105561,0.13996094278991222,0.09374913883705933,0.10562689912815888,165.13552856445312,232.99556499057346,309.7596740722656,240.4690958658854,262.312250773112,254.0117670694987,224.43793487548828,194.84500376383463,170.52318064371744,176.69840494791666,210.77991231282553,236.60594177246094,273.6135838826497,276.1206792195638,275.5290247599284,2.2285595141332575,40.26312758895467,149.17197504583706,45.99647441498511,43.28052379244637,33.80146805955042,39.82775559595653,37.67552108541912,37.688120576101134,33.30131803505827,41.896097876544644,40.449961693654394,25.005090762438808,52.76976562134302,51.46543355395806
6,-151.8,-16.5,26.0,BB29,0.03321349620819092,0.09876910783350468,0.2213934063911438,0.08857205199698608,0.09082546333471934,0.11175666004419327,0.09601705397168796,0.09255491569638252,0.08772346625725429,0.09344309382140636,0.09025264531373978,0.0947469628105561,0.13996094278991222,0.09374913883705933,0.10562689912815888,165.13552856445312,232.99556499057346,309.7596740722656,240.4690958658854,262.312250773112,254.0117670694987,224.43793487548828,194.84500376383463,170.52318064371744,176.69840494791666,210.77991231282553,236.60594177246094,273.6135838826497,276.1206792195638,275.5290247599284,0.9192306520132935,31.68571453428982,130.6139270956546,36.33977041002624,32.866092275074834,25.86366785724431,31.759863920597365,30.09391623240712,30.538055836906533,26.321705617842095,33.27684169776503,31.292096306829993,18.39562801623185,41.768300697570076,41.712635542982376
7,-151.8,-16.5,28.0,BB4,0.03321349620819092,0.09876910783350468,0.2213934063911438,0.08857205199698608,0.09082546333471934,0.11175666004419327,0.09601705397168796,0.09255491569638252,0.08772346625725429,0.09344309382140636,0.09025264531373978,0.0947469628105561,0.13996094278991222,0.09374913883705933,0.10562689912815888,165.13552856445312,232.99556499057346,309.7596740722656,240.4690958658854,262.312250773112,254.0117670694987,224.43793487548828,194.84500376383463,170.52318064371744,176.69840494791666,210.77991231282553,236.60594177246094,273.6135838826497,276.1206792195638,275.5290247599284,0.5903704726573759,28.294789256246855,122.2195305046458,32.49444806535493,28.828591667838566,22.848238974791098,28.570791165916713,27.06441662726161,27.60727916414598,23.52471429014287,29.810086057052576,27.700525166598993,15.944636490039372,37.37375367303179,37.76998973278772
8,-151.8,-16.5,48.0,BB9,0.03321349620819092,0.09876910783350468,0.2213934063911438,0.08857205199698608,0.09082546333471934,0.11175666004419327,0.09601705397168796,0.09255491569638252,0.08772346625725429,0.09344309382140636,0.09025264531373978,0.0947469628105561,0.13996094278991222,0.09374913883705933,0.10562689912815888,165.13552856445312,232.99556499057346,309.7596740722656,240.4690958658854,262.312250773112,254.0117670694987,224.43793487548828,194.84500376383463,170.52318064371744,176.69840494791666,210.77991231282553,236.60594177246094,273.6135838826497,276.1206792195638,275.5290247599284,0.007048974405016732,10.733307395757858,62.90017424542566,12.40898013344399,9.616533711928751,8.481055740853352,11.683001709118665,10.825681714189647,11.037480542622147,8.680507156129352,11.260782716842078,9.797013007703697,4.820880354768358,14.301743437521722,15.886028523972556
9,-151.8,-16.5,26.0,BB12,0.03321349620819092,0.09876910783350468,0.2213934063911438,0.08857205199698608,0.09082546333471934,0.11175666004419327,0.09601705397168796,0.09255491569638252,0.08772346625725429,0.09344309382140636,0.09025264531373978,0.0947469628105561,0.13996094278991222,0.09374913883705933,0.10562689912815888,165.13552856445312,232.99556499057346,309.7596740722656,240.4690958658854,262.312250773112,254.0117670694987,224.43793487548828,194.84500376383463,170.52318064371744,176.69840494791666,210.77991231282553,236.60594177246094,273.6135838826497,276.1206792195638,275.5290247599284,0.9192306520132935,31.68571453428982,130.6139270956546,36.33977041002624,32.866092275074834,25.86366785724431,31.759863920597365,30.09391623240712,30.538055836906533,26.321705617842095,33.27684169776503,31.292096306829993,18.39562801623185,41.768300697570076,41.712635542982376
